Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Cabin_Missing,Sex_male,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
3,28.0,0,0,14.5,1,1,14.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,22.0,0,2,49.5,3,0,16.5,0,False,True,False,False,False,True,False,False,False,False,False,False,False
1,36.0,0,2,71.0,3,0,23.666666666666668,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,9.0,4,2,31.275,7,0,4.4678571428571425,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,11.0,4,2,31.275,7,0,4.4678571428571425,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,32.0,1,0,26.0,2,0,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,50.0,1,0,106.425,2,0,53.2125,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,64.0,0,0,26.0,1,1,26.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,19.0,1,0,26.0,2,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,28.0,0,0,13.8625,1,1,13.8625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,33.0,1,1,20.525,3,0,6.841666666666666,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,8.0,1,1,36.75,3,0,12.25,1,True,False,False,False,False,False,False,False,False,False,False,False,True
1,17.0,0,2,110.8833,3,0,36.9611,0,True,False,True,False,False,False,True,False,False,False,False,False,False
2,27.0,0,0,26.0,1,1,26.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8292,1,1,7.8292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,22.0,0,0,7.225,1,1,7.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,22.0,0,0,7.775,1,1,7.775,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,62.0,0,0,26.55,1,1,26.55,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,48.0,1,0,39.6,2,0,19.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False
1,28.0,0,0,227.525,1,1,227.525,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,39.0,1,1,79.65,3,0,26.55,0,False,False,False,True,False,False,False,False,True,False,False,False,False
3,36.0,1,0,17.4,2,0,8.7,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,40.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,13.5,1,1,13.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.05,1,1,8.05,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,24.0,2,0,24.15,3,0,8.049999999999999,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,29.0,0,4,21.075,5,0,4.215,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,32.0,0,0,7.8542,1,1,7.8542,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,62.0,0,0,10.5,1,1,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,53.0,2,0,51.4792,3,0,17.15973333333333,0,False,False,False,True,False,False,True,False,False,False,False,False,False
1,36.0,0,0,26.3875,1,1,26.3875,0,True,False,True,False,False,False,False,False,True,False,False,False,False
3,28.0,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,16.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,14.5,1,1,14.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,34.0,0,0,13.0,1,1,13.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,39.0,1,0,55.9,2,0,27.95,0,False,False,False,True,False,False,False,False,True,False,False,False,False
3,28.0,1,0,14.4583,2,0,7.22915,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,32.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,25.0,1,1,30.0,3,0,10.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,39.0,1,1,110.8833,3,0,36.9611,0,False,False,False,True,False,False,True,False,False,False,False,False,False
2,54.0,0,0,26.0,1,1,26.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,36.0,0,0,40.125,1,1,40.125,0,True,False,True,False,False,False,False,False,False,False,False,False,False
3,28.0,0,0,8.7125,1,1,8.7125,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,18.0,0,2,79.65,3,0,26.55,0,False,True,False,False,False,False,False,False,True,False,False,False,False
2,47.0,0,0,15.0,1,1,15.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,60.0,1,1,79.2,3,0,26.400000000000002,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,22.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,35.0,0,0,7.125,1,1,7.125,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,52.0,1,0,78.2667,2,0,39.13335,0,False,False,False,True,False,False,False,True,False,False,False,False,False
3,47.0,0,0,7.25,1,1,7.25,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,2,7.75,3,0,2.5833333333333335,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,37.0,1,0,26.0,2,0,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,36.0,1,1,24.15,3,0,8.049999999999999,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,33.0,1,1,33.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,49.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.225,1,1,7.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,49.0,1,0,56.9292,2,0,28.4646,0,True,False,False,False,True,False,False,False,False,False,False,False,False
2,24.0,2,1,27.0,4,0,6.75,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,42.4,1,1,42.4,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,44.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,35.0,0,0,26.55,1,1,26.55,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,36.0,1,0,15.55,2,0,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,30.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,27.0,0,0,30.5,1,1,30.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,22.0,1,2,41.5792,4,0,10.3948,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,40.0,0,0,153.4625,1,1,153.4625,0,False,True,False,False,False,False,True,False,False,False,False,False,False
3,39.0,1,5,31.275,7,0,4.4678571428571425,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.05,1,1,7.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,1,0,15.5,2,0,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,35.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,24.0,1,2,65.0,4,0,16.25,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,34.0,1,1,14.4,3,0,4.8,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,26.0,1,0,16.1,2,0,8.05,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,4.0,2,1,39.0,4,0,9.75,0,False,True,False,False,False,False,False,False,False,True,False,False,False
2,26.0,0,0,10.5,1,1,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,27.0,1,0,14.4542,2,0,7.2271,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,42.0,1,0,52.5542,2,0,26.2771,0,True,False,True,False,False,False,False,True,False,False,False,False,False
3,20.0,1,1,15.7417,3,0,5.247233333333333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,7.8542,1,1,7.8542,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,16.1,1,1,16.1,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,61.0,0,0,32.3208,1,1,32.3208,0,True,False,True,False,False,False,False,True,False,False,False,False,False
2,57.0,0,0,12.35,1,1,12.35,1,True,False,False,False,True,False,False,False,False,False,False,False,True
1,21.0,0,0,77.9583,1,1,77.9583,0,False,True,False,False,False,False,False,True,False,False,False,False,False
3,26.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.7333,1,1,7.7333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,80.0,0,0,30.0,1,1,30.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False
3,51.0,0,0,7.0542,1,1,7.0542,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,32.0,0,0,30.5,1,1,30.5,0,True,False,False,False,True,True,False,False,False,False,False,False,False
1,28.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,9.0,3,2,27.9,6,0,4.6499999999999995,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,13.0,1,1,13.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,32.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,31.0,1,1,26.25,3,0,8.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,41.0,0,5,39.6875,6,0,6.614583333333333,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,1,0,16.1,2,0,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,20.0,0,0,7.8542,1,1,7.8542,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,24.0,0,0,69.3,1,1,69.3,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,2.0,3,2,27.9,6,0,4.6499999999999995,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,56.4958,1,1,56.4958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,0.75,2,1,19.2583,4,0,4.814575,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,48.0,1,0,76.7292,2,0,38.3646,0,True,False,True,False,False,False,False,True,False,False,False,False,False
3,19.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,56.0,0,0,35.5,1,1,35.5,0,True,False,False,False,True,False,False,False,False,False,False,False,False
3,28.0,0,0,7.55,1,1,7.55,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,23.0,0,0,7.55,1,1,7.55,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,18.0,0,1,23.0,2,0,11.5,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,21.0,0,0,8.4333,1,1,8.4333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8292,1,1,7.8292,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,18.0,0,0,6.75,1,1,6.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,24.0,2,0,73.5,3,0,24.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,32.0,1,1,15.5,3,0,5.166666666666667,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,23.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,58.0,0,2,113.275,3,0,37.75833333333333,0,True,False,True,False,False,False,False,True,False,False,False,False,False
1,50.0,2,0,133.65,3,0,44.550000000000004,1,True,False,False,False,True,False,False,False,False,False,False,False,True
3,40.0,0,0,7.225,1,1,7.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,47.0,0,0,25.5875,1,1,25.5875,0,True,False,True,False,False,False,False,False,True,False,False,False,False
3,36.0,0,0,7.4958,1,1,7.4958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,20.0,1,0,7.925,2,0,3.9625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,32.0,2,0,73.5,3,0,24.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,25.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,43.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,1,0,52.0,2,0,26.0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
2,40.0,1,1,39.0,3,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,31.0,1,0,52.0,2,0,26.0,0,True,False,True,False,False,True,False,False,False,False,False,False,False
2,70.0,0,0,10.5,1,1,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,31.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,18.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,24.5,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,18.0,0,0,9.8417,1,1,9.8417,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,43.0,1,6,46.9,8,0,5.8625,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,36.0,0,1,512.3292,2,0,256.1646,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,28.0,0,0,8.1375,1,1,8.1375,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,27.0,0,0,76.7292,1,1,76.7292,0,True,False,True,False,False,False,False,True,False,False,False,False,False
3,20.0,0,0,9.225,1,1,9.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,14.0,5,2,46.9,8,0,5.8625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,60.0,1,1,39.0,3,0,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,25.0,1,2,41.5792,4,0,10.3948,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,14.0,4,1,39.6875,6,0,6.614583333333333,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,10.1708,1,1,10.1708,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,18.0,0,0,7.7958,1,1,7.7958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,15.0,0,1,211.3375,2,0,105.66875,0,False,True,False,False,False,True,False,False,False,False,False,False,False
1,31.0,1,0,57.0,2,0,28.5,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,4.0,0,1,13.4167,2,0,6.70835,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,56.4958,1,1,56.4958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,0,0,7.225,1,1,7.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,60.0,0,0,26.55,1,1,26.55,1,True,False,False,False,True,False,False,False,False,False,False,False,True
2,52.0,0,0,13.5,1,1,13.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,44.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.7333,1,1,7.7333,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,49.0,1,1,110.8833,3,0,36.9611,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,42.0,0,0,7.65,1,1,7.65,0,True,False,True,False,False,False,False,False,False,True,False,False,False
1,18.0,1,0,227.525,2,0,113.7625,0,False,False,False,True,False,False,True,False,False,False,False,False,False
1,35.0,0,0,26.2875,1,1,26.2875,0,True,False,True,False,False,False,False,False,True,False,False,False,False
3,18.0,0,1,14.4542,2,0,7.2271,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,25.0,0,0,7.7417,1,1,7.7417,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,26.0,1,0,7.8542,2,0,3.9271,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,39.0,0,0,26.0,1,1,26.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,45.0,0,0,13.5,1,1,13.5,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,42.0,0,0,26.2875,1,1,26.2875,0,True,False,True,False,False,False,False,False,True,False,False,False,False
1,22.0,0,0,151.55,1,1,151.55,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,1,1,15.2458,3,0,5.081933333333333,1,True,False,False,False,False,False,False,False,False,False,False,False,True
1,24.0,0,0,49.5042,1,1,49.5042,0,False,True,False,False,False,False,True,False,False,False,False,False,False
1,28.0,0,0,26.55,1,1,26.55,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,48.0,1,0,52.0,2,0,26.0,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,29.0,0,0,9.4833,1,1,9.4833,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,52.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,7.65,1,1,7.65,0,True,False,True,False,False,False,False,False,False,True,False,False,False
1,38.0,0,0,227.525,1,1,227.525,0,False,True,False,False,False,False,True,False,False,False,False,False,False
2,27.0,0,0,10.5,1,1,10.5,0,False,True,False,False,False,False,False,False,True,False,False,False,False
3,28.0,0,0,15.5,1,1,15.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,33.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,6.0,0,1,33.0,2,0,16.5,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,17.0,1,0,7.0542,2,0,3.5271,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,34.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,50.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,27.0,1,0,53.1,2,0,26.55,0,True,False,True,False,False,False,False,False,True,False,False,False,False
3,20.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,30.0,3,0,21.0,4,0,5.25,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.7375,1,1,7.7375,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,25.0,1,0,26.0,2,0,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,1,0,7.925,2,0,3.9625,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,29.0,0,0,211.3375,1,1,211.3375,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,11.0,0,0,18.7875,1,1,18.7875,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,0.0,1,1,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,23.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,23.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.5,0,0,16.1,1,1,16.1,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,48.0,1,3,34.375,5,0,6.875,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,35.0,0,0,512.3292,1,1,512.3292,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,30.0,1,1,30.0,0,True,False,True,False,False,False,False,True,False,False,False,False,False
1,36.0,1,0,78.85,2,0,39.425,0,True,False,True,False,False,False,True,False,False,False,False,False,False
1,21.0,2,2,262.375,5,0,52.475,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,24.0,1,0,16.1,2,0,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,31.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,70.0,1,1,71.0,3,0,23.666666666666668,0,True,False,False,False,True,True,False,False,False,False,False,False,False
3,16.0,1,1,20.25,3,0,6.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,30.0,0,0,13.0,1,1,13.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,19.0,1,0,53.1,2,0,26.55,0,True,False,True,False,False,False,False,True,False,False,False,False,False
3,31.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,4.0,1,1,23.0,3,0,7.666666666666667,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,6.0,0,1,12.475,2,0,6.2375,0,True,False,False,False,False,False,False,False,True,False,False,False,False
3,33.0,0,0,9.5,1,1,9.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,23.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,48.0,1,2,65.0,4,0,16.25,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0.67,1,1,14.5,3,0,4.833333333333333,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.7958,1,1,7.7958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,18.0,0,0,11.5,1,1,11.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,34.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,33.0,0,0,86.5,1,1,86.5,0,False,False,False,False,True,True,False,False,False,False,False,False,False
3,28.0,0,0,14.5,1,1,14.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,41.0,0,0,7.125,1,1,7.125,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,20.0,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,36.0,1,2,120.0,4,0,30.0,0,False,False,False,True,False,True,False,False,False,False,False,False,False
3,16.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,51.0,1,0,77.9583,2,0,38.97915,0,False,False,False,True,False,False,False,True,False,False,False,False,False
1,28.0,0,0,39.6,1,1,39.6,1,True,False,False,False,True,False,False,False,False,False,False,False,True
3,30.5,0,0,7.75,1,1,7.75,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,1,0,24.15,2,0,12.075,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,32.0,0,0,8.3625,1,1,8.3625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,24.0,0,0,9.5,1,1,9.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,48.0,0,0,7.8542,1,1,7.8542,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,57.0,0,0,10.5,1,1,10.5,0,False,False,False,True,False,False,False,False,True,False,False,False,False
3,28.0,0,0,7.225,1,1,7.225,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,54.0,1,3,23.0,5,0,4.6,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,18.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.75,1,1,7.75,0,True,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,0,0,12.475,1,1,12.475,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.7375,1,1,7.7375,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,43.0,0,1,211.3375,2,0,105.66875,0,False,False,False,True,False,True,False,False,False,False,False,False,False
3,13.0,0,0,7.2292,1,1,7.2292,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,17.0,1,0,57.0,2,0,28.5,0,False,False,False,True,False,True,False,False,False,False,False,False,False
1,29.0,0,0,30.0,1,1,30.0,0,True,False,True,False,False,False,False,True,False,False,False,False,False
3,28.0,1,2,23.45,4,0,5.8625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,0,0,7.05,1,1,7.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,0,0,7.25,1,1,7.25,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,18.0,0,0,7.4958,1,1,7.4958,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,8.0,4,1,29.125,6,0,4.854166666666667,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,1.0,1,2,20.575,4,0,5.14375,1,True,False,False,False,False,False,False,False,False,False,False,False,True
1,46.0,0,0,79.2,1,1,79.2,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,28.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,16.0,0,0,26.0,1,1,26.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,8,2,69.55,11,0,6.322727272727272,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,30.6958,1,1,30.6958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,39.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,49.0,0,0,25.9292,1,1,25.9292,0,False,False,False,False,True,False,False,True,False,False,False,False,False
3,31.0,0,0,8.6833,1,1,8.6833,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,30.0,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,30.0,1,1,24.15,3,0,8.049999999999999,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,34.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,31.0,1,1,26.25,3,0,8.75,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,11.0,1,2,120.0,4,0,30.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False
3,0.42,0,1,8.5167,2,0,4.25835,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,27.0,0,0,6.975,1,1,6.975,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,31.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,39.0,0,0,0.0,1,1,0.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False
3,18.0,0,0,7.775,1,1,7.775,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,39.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
